"COUNTY","FullAddress","Month","Date","Year","lon","lat"
"WARREN ","9135 DEARDOFF ROAD , FRANKLIN , OH",6,2,2010,-84.28022,39.576471
"WARREN ","627  DAVID BOULEVARD , FRANKLIN , OH",5,1,2015,-84.292557,39.55899
"WARREN "," 9359 CHESTNUT DR , LOVELAND , OH",5,9,2001,-84.258695,39.296813
"WARREN ","202 FRANK STREET , MASON , OH",1,21,2011,-84.315373,39.361728
"WARREN ","3115  RUFUS STREET  , MIDDLETOWN , OH",3,19,2014,-84.402533,39.482215
"WARREN "," 2724 SHAMROCK DR , MORROW , OH",1,21,2005,-84.166195,39.320064
"WARREN ","203 PENDERS AVENUE , MORROW , OH",7,8,2011,-84.127793,39.355264
"WARREN ","6051 EAST US 22 HIGHWAY 10 , MORROW , OH",4,9,2013,-84.10164,39.35581
"WARREN ","4333  MIDDLEBORO ROAD  , MORROW , OH",11,4,2013,-84.057612,39.361257
"WARREN ","7114 US ROUTE 350 , OREGONIA , OH",4,15,2010,-84.072859,39.408112
"WARREN "," 205 MARY ELLEN ST , SOUTH LEBANON , OH",10,22,2005,-84.210162,39.36966
"WARREN ","9192 CLEARCREEK-FRANKLIN ROAD , SPRINGBORO , OH",10,22,2009,-84.250625,39.576292
"WARREN "," 5063 a COLUMBIA CIR , WEST CHESTER , OH",3,27,2003,-84.455868,39.319188
"WASHINGTON "," 1209 WYATT LN C , BELPRE , OH",3,17,2001,-81.583264,39.277667
"WASHINGTON ","616 WALNUT ST , BELPRE , OH",4,20,2001,-81.570479,39.278382
"WASHINGTON ","341 TADPOLE RUN ROAD , BELPRE , OH",4,15,2009,-81.585601,39.340671
"WASHINGTON ","125 FROST RD , COOLVILLE , OH",3,28,2002,-81.812544,39.286884
"WASHINGTON ","618 8TH ST , MARIETTA , OH",6,24,2005,-81.453238,39.426409
"WAYNE ","15099 HAMETOWN RD , DOYLESTOWN , OH",5,12,2004,-81.66665,40.983027
"WAYNE ","325 HIGH ST B , DOYLESTOWN , OH",10,1,2005,-81.692334,40.971602
"WAYNE ","18592 EDWARDS ROAD 216 , DOYLESTOWN , OH",8,6,2010,-81.657694,40.960315
"WAYNE ","533 NORTH PORTAGE TERRACE  , DOYLESTOWN , OH",4,13,2013,-81.691456,40.974535
"WAYNE ","631 SMITHVILLE RD , ORRVILLE , OH",2,14,2002,-81.882007,39.707054
"WAYNE ","317 WALNUT ST , ORRVILLE , OH",6,22,2004,-81.763165,40.842499
"WAYNE ","2004 SOUTH KANSAS ROAD , ORRVILLE , OH",7,28,2010,-81.7751,40.775641
"WAYNE ","519 BEAVER STREET 17 , ORRVILLE , OH",6,19,2011,-81.770665,40.836237
"WAYNE ","430 NORTH HONEYTOWN ROAD  , WOOSTER , OH",7,9,2012,-81.877193,40.805777
"WAYNE ","629  NOLD AVE AVENUE 1/2 , WOOSTER , OH",3,23,2014,-81.931268,40.802678
"WAYNE ","581  NORTHWESTERN AVENUE , WOOSTER , OH",12,15,2014,-81.950297,40.804232
"WAYNE ","4969  LINCOLN WAY , WOOSTER , OH",1,4,2015,-81.875355,40.79803
"WAYNE ","249  MINERVA STREET , WOOSTER , OH",1,11,2015,-81.926892,40.795944
"WAYNE ","303 W VINE ST , WOOSTER , OH",2,4,2015,-81.941125,40.792873
"WAYNE ","301  SPINK , WOOSTER , OH",5,13,2015,-81.932097,40.801472
"WAYNE ","439  NOLD AVENUE , WOOSTER , OH",12,2,2015,-81.934872,40.802686
"WILLIAMS ","16445 COUNTY ROAD 20 , ALVORDTON , OH",3,2,2004,-84.437547,41.657847
"WILLIAMS ","106 1/2 MAIN E ST , ALVORDTON , OH",4,1,2004,-84.43758,41.665895
"WILLIAMS ","308 EAST MAIN STREET , ALVORDTON , OH",12,17,2009,-84.434466,41.665815
"WILLIAMS ","1012 CENTER ST , BRYAN , OH",9,16,2004,-84.566127,41.463845
"WILLIAMS ","128 NORTH MYERS STREET , BRYAN , OH",3,17,2008,-84.546041,41.474996
"WILLIAMS ","946 EAST WILSON STREET 15 , BRYAN , OH",5,2,2008,-84.537167,41.470963
"WILLIAMS ","403 NORTH CHERRY STREET , BRYAN , OH",6,23,2008,-84.548522,41.478501
"WILLIAMS ","617 SOUTH MAIN C , BRYAN , OH",9,2,2008,-84.55098,41.467953
"WILLIAMS ","840 EAST TREVITT , BRYAN , OH",9,2,2008,-84.539967,41.478434
"WILLIAMS ","614 NORTH WALNUT STREET , BRYAN , OH",10,21,2008,-84.549664,41.481309
"WILLIAMS ","17618 COUNTY ROAD H , BRYAN , OH",11,18,2008,-84.490492,41.528705
"WILLIAMS ","11465 COUNTY ROAD D , BRYAN , OH",11,28,2008,-84.603845,41.470564
"WILLIAMS ","617 SOUTH MAIN C , BRYAN , OH",12,2,2008,-84.55098,41.467953
"WILLIAMS ","805 HAVER DRIVE , BRYAN , OH",4,7,2009,-84.540678,41.476555
"WILLIAMS ","502 EAST BUTLER STREET , BRYAN , OH",5,7,2009,-84.544863,41.473236
"WILLIAMS ","13936 COUNTY ROAD F , BRYAN , OH",9,2,2009,-84.556949,41.500067
"WILLIAMS ","404 PLEASANT WOOD , BRYAN , OH",10,22,2009,-84.556419,41.470285
"WILLIAMS ","1000 BUFFALO ROAD 4 , BRYAN , OH",2,28,2011,-84.566329,41.474567
"WILLIAMS ","221 LEWIS STREET , BRYAN , OH",3,16,2011,-84.540719,41.476482
"WILLIAMS ","805 HAVER DRIVE , BRYAN , OH",3,16,2011,-84.540678,41.476555
"WILLIAMS ","115 NORTH MYERS STREET , BRYAN , OH",3,21,2011,-84.546192,41.47481
"WILLIAMS ","2750 CO. RD. 6 , EDGERTON , OH",8,14,2004,-84.710376,41.451702
"WILLIAMS ","02750 COUNTY ROAD 6 , EDGERTON , OH",6,20,2009,-84.710376,41.451702
"WILLIAMS ","COLONIAL DRIVE LT #25 , EDGERTON , OH",3,1,2010,24,56
"WILLIAMS ","1 AUTUMN DRIVE , EDGERTON , OH",4,6,2011,-84.746034,41.459069
"WILLIAMS ","211 (A) WALNUT ST , EDON , OH",4,1,2005,-84.787773,41.634111
"WILLIAMS ","112.5 SOUTH JONESVILLE STREET , MONTPELIER , OH",2,9,2006,-84.61113,41.579744
"WILLIAMS ","704 MILL STREET , MONTPELIER , OH",8,1,2008,-84.613045,41.579732
"WILLIAMS ","183 BISCAYNE , MONTPELIER , OH",3,2,2010,-84.725985,41.676163
"WILLIAMS ","112 SOUTH JONESVILLE STREET 3 , MONTPELIER , OH",5,19,2010,-84.611017,41.586353
"WILLIAMS ","4214 COUNTY ROAD R , MONTPELIER , OH",6,8,2010,-84.742676,41.678946
"WILLIAMS ","119 PLATT STREET , MONTPELIER , OH",12,6,2010,-84.607418,41.586655
"WILLIAMS ","540 SOUTH EAST STREET , MONTPELIER , OH",3,11,2011,-84.60344,41.581884
"WILLIAMS ","18840 STATE ROUTE 15 , PIONEER , OH",6,9,2006,-84.553399,41.692085
"WILLIAMS ","205 EAST SHORT STREET , STRYKER , OH",5,7,2009,-84.411892,41.501604
"WOOD ","15383 HAMMANSBURG RD , CYGNET , OH",1,28,2005,-83.64327,41.24005
"WOOD ","206  ADAMS ST STREET  , LUCKEY , OH",12,2,2013,-82.439741,38.924651
